"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","OCCUPATION_TYPE","ORGANIZATION_TYPE","AMT_REQ_CREDIT_BUREAU_MON","NAME_TYPE_SUITE"
3850,0,"Cash loans","M","Y",1,270000,1215000,35653.5,1215000,"Commercial associate","Higher education","Married","With parents",-14240,-1814,"","Other",0,"Unaccompanied"
3851,0,"Revolving loans","M","N",0,67500,180000,9000,180000,"Working","Secondary / secondary special","Married","House / apartment",-13889,-1111,"Low-skill Laborers","Business Entity Type 3",NA,"Unaccompanied"
3852,0,"Cash loans","F","Y",0,171000,862560,25218,720000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23384,365243,"","XNA",1,"Family"
3853,0,"Cash loans","F","N",0,81000,675000,21906,675000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21486,365243,"","XNA",0,"Unaccompanied"
3854,0,"Cash loans","F","N",0,135000,261648,9994.5,207000,"Working","Secondary / secondary special","Married","House / apartment",-16219,-5996,"Laborers","Industry: type 9",1,"Unaccompanied"
3855,0,"Cash loans","F","N",0,135000,450000,22018.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-15459,-642,"Sales staff","Trade: type 7",0,"Unaccompanied"
3856,0,"Cash loans","M","Y",0,180000,755190,36459,675000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-20528,-4650,"Drivers","Self-employed",0,"Unaccompanied"
3857,0,"Cash loans","F","Y",0,112500,229500,22828.5,229500,"State servant","Higher education","Single / not married","House / apartment",-15235,-5626,"","Other",1,"Unaccompanied"
3858,0,"Cash loans","M","Y",2,360000,269982,29205,238500,"Commercial associate","Higher education","Married","House / apartment",-15404,-1072,"Managers","Business Entity Type 3",0,"Unaccompanied"
3859,0,"Revolving loans","F","N",0,112500,337500,16875,337500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-16670,-2092,"Core staff","Police",0,"Unaccompanied"
3860,0,"Cash loans","M","Y",0,135000,1454094,40117.5,1138500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21466,-7978,"Laborers","Industry: type 3",0,"Unaccompanied"
3861,0,"Cash loans","F","N",0,85500,124380,12874.5,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21531,365243,"","XNA",0,"Unaccompanied"
3862,0,"Cash loans","F","Y",1,135000,1185120,46120.5,9e+05,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-11592,-1960,"Sales staff","Self-employed",0,"Family"
3863,0,"Cash loans","F","N",0,180000,630000,22756.5,630000,"State servant","Secondary / secondary special","Married","House / apartment",-15077,-1933,"Managers","School",0,"Unaccompanied"
3864,0,"Cash loans","M","Y",0,112500,316125,12046.5,261000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20109,365243,"","XNA",0,"Unaccompanied"
3865,0,"Cash loans","F","N",0,162000,545040,30564,450000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22751,365243,"","XNA",0,"Unaccompanied"
3866,0,"Cash loans","F","N",0,225000,1350000,39604.5,1350000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17245,-5412,"Laborers","Business Entity Type 3",0,"Unaccompanied"
3867,0,"Cash loans","F","N",0,247500,310500,11835,310500,"Working","Secondary / secondary special","Single / not married","House / apartment",-20233,-3825,"","Kindergarten",0,"Unaccompanied"
3868,0,"Cash loans","M","Y",1,270000,1042560,55156.5,9e+05,"Working","Higher education","Married","House / apartment",-11942,-3849,"High skill tech staff","Business Entity Type 3",1,"Unaccompanied"
3869,0,"Cash loans","M","N",0,90000,381528,17784,315000,"Working","Secondary / secondary special","Married","House / apartment",-14077,-3600,"Laborers","Government",NA,"Unaccompanied"
3870,0,"Cash loans","F","N",1,135000,247500,26118,247500,"Working","Secondary / secondary special","Married","House / apartment",-14560,-6280,"","Business Entity Type 3",1,"Unaccompanied"
3871,0,"Cash loans","F","N",1,180000,1563840,64539,1350000,"State servant","Higher education","Married","Office apartment",-11906,-2876,"Sales staff","Self-employed",NA,"Unaccompanied"
3872,0,"Cash loans","M","N",0,135000,1118196,30748.5,801000,"Commercial associate","Secondary / secondary special","Married","Rented apartment",-8303,-776,"Laborers","Trade: type 2",0,"Unaccompanied"
3873,0,"Cash loans","F","N",1,157500,216000,10066.5,216000,"Commercial associate","Higher education","Single / not married","House / apartment",-17908,-1646,"Laborers","Bank",0,"Unaccompanied"
3874,0,"Cash loans","F","N",0,225000,1768500,48631.5,1768500,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-17614,-498,"Accountants","Restaurant",0,"Unaccompanied"
3875,0,"Cash loans","M","N",0,112500,354469.5,19359,306000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16390,-966,"Laborers","Self-employed",NA,"Unaccompanied"
3876,0,"Cash loans","F","N",0,229500,755190,29677.5,675000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20639,365243,"","XNA",0,"Family"
3877,0,"Cash loans","F","N",1,112500,584766,24903,472500,"Working","Higher education","Married","House / apartment",-14630,-5061,"Secretaries","Medicine",NA,"Unaccompanied"
3878,0,"Cash loans","F","N",1,180000,835380,37881,675000,"Working","Higher education","Married","House / apartment",-11994,-843,"High skill tech staff","Kindergarten",NA,""
3879,0,"Cash loans","M","N",0,40050,101880,10206,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21142,365243,"","XNA",0,"Unaccompanied"
3880,0,"Cash loans","F","N",2,225000,106974,12226.5,94500,"State servant","Secondary / secondary special","Married","House / apartment",-11241,-1159,"Medicine staff","Medicine",0,"Unaccompanied"
3881,0,"Cash loans","F","N",0,45000,188685,14944.5,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-10375,-319,"High skill tech staff","Housing",0,"Unaccompanied"
3882,0,"Cash loans","F","Y",0,135000,609183,19651.5,508500,"Working","Secondary / secondary special","Married","House / apartment",-19081,-5080,"Laborers","Industry: type 9",NA,"Unaccompanied"
3883,0,"Revolving loans","F","N",0,108000,180000,9000,180000,"Working","Incomplete higher","Married","House / apartment",-8865,-260,"Secretaries","Self-employed",0,"Unaccompanied"
3884,0,"Cash loans","M","Y",1,225000,328365,34969.5,297000,"Working","Secondary / secondary special","Separated","House / apartment",-15800,-1673,"Drivers","Self-employed",0,"Unaccompanied"
3885,1,"Cash loans","F","N",0,90000,284400,10849.5,225000,"Pensioner","Incomplete higher","Single / not married","House / apartment",-23865,365243,"","XNA",1,"Unaccompanied"
3886,0,"Cash loans","F","N",0,103500,292500,23238,292500,"Working","Secondary / secondary special","Married","House / apartment",-12373,-595,"","Business Entity Type 3",0,"Unaccompanied"
3887,0,"Cash loans","M","Y",1,67500,436032,29268,360000,"State servant","Secondary / secondary special","Married","House / apartment",-16634,-754,"Cleaning staff","Kindergarten",0,"Unaccompanied"
3888,0,"Cash loans","M","Y",1,202500,402048,20655,288000,"Working","Higher education","Married","House / apartment",-17736,-1274,"Managers","Business Entity Type 3",0,"Unaccompanied"
3889,0,"Cash loans","F","N",0,180000,1499688,77782.5,1350000,"Commercial associate","Higher education","Married","House / apartment",-19809,-2649,"Medicine staff","Business Entity Type 1",0,"Unaccompanied"
3890,0,"Cash loans","F","N",0,247500,765000,30469.5,765000,"Working","Secondary / secondary special","Separated","House / apartment",-15649,-4833,"Laborers","Business Entity Type 2",0,"Unaccompanied"
3891,0,"Cash loans","M","N",0,157500,1138900.5,33430.5,994500,"State servant","Secondary / secondary special","Married","Municipal apartment",-20246,-5634,"Laborers","Housing",1,"Unaccompanied"
3892,1,"Cash loans","F","N",0,225000,408780,32427,337500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20870,365243,"","XNA",0,"Group of people"
3893,0,"Cash loans","F","N",1,157500,334152,17190,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-11348,-801,"","Other",0,"Unaccompanied"
3894,0,"Cash loans","F","N",2,135000,331920,18135,225000,"Working","Secondary / secondary special","Separated","House / apartment",-11793,-591,"","Self-employed",NA,"Unaccompanied"
3895,0,"Cash loans","F","N",1,157500,544491,16047,454500,"Working","Secondary / secondary special","Single / not married","Rented apartment",-13300,-388,"Sales staff","Transport: type 4",1,"Unaccompanied"
3896,0,"Revolving loans","M","N",0,180000,180000,9000,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-8626,-351,"Core staff","Trade: type 7",0,"Unaccompanied"
3897,0,"Cash loans","F","N",0,180000,720000,19120.5,720000,"Working","Higher education","Married","House / apartment",-11209,-1224,"","Self-employed",0,"Unaccompanied"
3898,0,"Cash loans","F","N",0,157500,288873,14805,238500,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-14450,-634,"","Other",0,"Spouse, partner"
3899,0,"Cash loans","F","N",0,135000,395640,29709,360000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-18490,365243,"","XNA",0,"Family"
3900,0,"Cash loans","F","Y",0,81000,312768,15043.5,270000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20519,365243,"","XNA",NA,"Unaccompanied"
3901,0,"Revolving loans","F","N",0,216000,540000,27000,540000,"Working","Higher education","Married","House / apartment",-18119,-1600,"Managers","Trade: type 1",0,"Unaccompanied"
3902,1,"Cash loans","M","Y",0,180000,540000,46345.5,540000,"Working","Secondary / secondary special","Single / not married","House / apartment",-14506,-2403,"Drivers","Self-employed",NA,"Unaccompanied"
3903,0,"Cash loans","F","Y",0,270000,781920,23836.5,675000,"Working","Secondary / secondary special","Married","House / apartment",-16964,-778,"Laborers","Business Entity Type 3",0,"Unaccompanied"
3904,0,"Cash loans","F","N",0,67500,781920,36364.5,675000,"Working","Secondary / secondary special","Married","House / apartment",-19664,-2787,"Waiters/barmen staff","Medicine",NA,"Unaccompanied"
3905,0,"Cash loans","M","Y",0,180000,942300,30528,675000,"Working","Secondary / secondary special","Married","House / apartment",-16918,-879,"Managers","Self-employed",0,"Unaccompanied"
3906,0,"Cash loans","F","N",2,135000,512064,19300.5,360000,"Commercial associate","Higher education","Married","House / apartment",-11468,-405,"Sales staff","Business Entity Type 3",NA,"Unaccompanied"
3907,0,"Cash loans","M","N",0,103500,545040,26640,450000,"Working","Secondary / secondary special","Single / not married","With parents",-8143,-457,"Core staff","Emergency",0,"Unaccompanied"
3908,0,"Cash loans","F","N",1,35100,284400,13387.5,225000,"Working","Secondary / secondary special","Married","House / apartment",-14661,-612,"Cleaning staff","Government",0,"Unaccompanied"
3909,0,"Cash loans","F","N",0,157500,1575000,54747,1575000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-16922,-730,"Sales staff","Business Entity Type 3",1,"Unaccompanied"
3910,0,"Cash loans","F","N",0,126000,270000,14778,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17502,-1450,"Sales staff","Self-employed",1,"Unaccompanied"
3911,0,"Cash loans","F","Y",1,135000,284400,22599,225000,"Working","Higher education","Single / not married","With parents",-10807,-942,"Secretaries","Business Entity Type 3",0,"Unaccompanied"
3912,0,"Cash loans","F","N",0,157500,402939,20704.5,306000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15119,-2171,"Sales staff","Self-employed",NA,"Unaccompanied"
3913,0,"Cash loans","F","N",0,115200,760225.5,30280.5,679500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21456,365243,"","XNA",0,"Unaccompanied"
3914,0,"Cash loans","M","Y",1,360000,521280,35392.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-13418,-679,"Laborers","Self-employed",1,"Unaccompanied"
3915,0,"Revolving loans","F","Y",0,202500,337500,16875,337500,"Working","Higher education","Married","House / apartment",-15071,-5211,"Managers","Self-employed",0,"Unaccompanied"
3916,0,"Cash loans","F","N",0,472500,1611072,44433,1440000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21937,365243,"","XNA",0,"Unaccompanied"
3917,0,"Cash loans","M","Y",0,225000,970380,28503,810000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17127,-1516,"Managers","Industry: type 2",0,"Unaccompanied"
3918,0,"Cash loans","F","Y",1,292500,1125000,75487.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-16364,-3734,"","Business Entity Type 2",NA,"Unaccompanied"
3919,0,"Cash loans","F","Y",0,135000,1575000,41548.5,1575000,"Working","Higher education","Married","House / apartment",-13662,-1805,"Accountants","Business Entity Type 3",0,"Unaccompanied"
3920,0,"Cash loans","M","N",0,225000,135000,14539.5,135000,"Working","Secondary / secondary special","Married","House / apartment",-17767,-4402,"Laborers","Business Entity Type 3",1,"Unaccompanied"
3921,0,"Cash loans","F","N",2,202500,254700,26874,225000,"Commercial associate","Higher education","Separated","House / apartment",-12256,-393,"","Business Entity Type 3",NA,"Family"
3922,0,"Cash loans","F","N",0,90000,607041,24205.5,490500,"Working","Secondary / secondary special","Married","House / apartment",-17139,-4565,"Laborers","Agriculture",0,"Unaccompanied"
3923,0,"Cash loans","M","Y",1,450000,629325,43929,562500,"Working","Secondary / secondary special","Married","With parents",-13974,-339,"Laborers","Business Entity Type 3",0,"Family"
3924,1,"Cash loans","F","N",0,99000,199080,13432.5,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-19770,-1370,"Cleaning staff","Kindergarten",0,"Unaccompanied"
3925,0,"Cash loans","M","Y",0,193500,675000,21906,675000,"Working","Higher education","Separated","House / apartment",-22198,-2786,"Drivers","Self-employed",0,"Unaccompanied"
3926,1,"Cash loans","F","N",1,202500,450000,22018.5,450000,"Working","Higher education","Married","House / apartment",-12098,-1297,"","Other",0,"Unaccompanied"
3927,0,"Cash loans","M","Y",1,148500,1264428,37098,990000,"Working","Secondary / secondary special","Married","Office apartment",-14161,-7594,"Managers","Military",0,"Unaccompanied"
3928,0,"Cash loans","F","Y",2,85500,508495.5,21541.5,454500,"Working","Secondary / secondary special","Married","House / apartment",-16415,-5684,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
3929,0,"Cash loans","F","Y",0,247500,630000,26820,630000,"Working","Secondary / secondary special","Single / not married","With parents",-11770,-285,"Sales staff","Trade: type 4",0,"Unaccompanied"
3930,0,"Cash loans","F","N",0,90000,472500,22860,472500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-22288,365243,"","XNA",0,"Unaccompanied"
3931,0,"Cash loans","F","N",1,171000,284400,13963.5,225000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-10976,-374,"Laborers","Business Entity Type 3",0,"Unaccompanied"
3932,0,"Cash loans","F","N",0,90000,555273,17910,463500,"Working","Secondary / secondary special","Married","House / apartment",-17684,-3798,"High skill tech staff","Business Entity Type 2",6,"Unaccompanied"
3933,0,"Cash loans","F","N",2,112500,808650,26217,675000,"Working","Secondary / secondary special","Married","House / apartment",-11364,-631,"","Business Entity Type 2",NA,"Unaccompanied"
3934,0,"Revolving loans","F","Y",0,90000,202500,10125,202500,"Working","Secondary / secondary special","Single / not married","House / apartment",-19694,-897,"","School",0,"Unaccompanied"
3935,0,"Cash loans","M","Y",0,67500,285723,21492,238500,"Working","Secondary / secondary special","Married","House / apartment",-13192,-1259,"Drivers","Transport: type 4",1,"Family"
3936,0,"Cash loans","M","N",0,63000,127350,12595.5,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22225,365243,"","XNA",0,"Family"
3937,1,"Cash loans","F","Y",1,94500,225000,15034.5,225000,"Working","Higher education","Single / not married","House / apartment",-12840,-746,"Laborers","Business Entity Type 3",0,"Unaccompanied"
3938,0,"Cash loans","M","Y",0,168750,323388,34956,292500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-14795,-4147,"Low-skill Laborers","Other",0,"Family"
3939,0,"Cash loans","F","N",0,90000,152820,15016.5,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21196,365243,"","XNA",NA,"Family"
3940,0,"Cash loans","M","Y",0,135000,528633,24624,472500,"Working","Secondary / secondary special","Single / not married","With parents",-14679,-174,"Drivers","Business Entity Type 3",0,"Unaccompanied"
3941,0,"Cash loans","F","Y",1,189000,716427,52263,648000,"Working","Lower secondary","Married","House / apartment",-16344,-864,"Core staff","Government",0,"Unaccompanied"
3942,0,"Cash loans","F","Y",0,90000,540000,25978.5,540000,"Working","Higher education","Single / not married","House / apartment",-15969,-5483,"Core staff","Legal Services",0,"Unaccompanied"
3943,0,"Cash loans","F","N",0,112500,74182.5,5292,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21612,365243,"","XNA",0,"Unaccompanied"
3944,0,"Cash loans","M","Y",0,112500,942300,30528,675000,"Working","Secondary / secondary special","Married","House / apartment",-19041,-2836,"Security staff","Security",NA,"Unaccompanied"
3945,0,"Revolving loans","M","Y",0,81000,180000,9000,180000,"Working","Secondary / secondary special","Single / not married","With parents",-8240,-1255,"Laborers","Business Entity Type 3",0,"Unaccompanied"
3946,0,"Cash loans","F","N",0,360000,1236816,39897,1080000,"State servant","Academic degree","Separated","House / apartment",-12247,-2155,"Managers","Security Ministries",0,"Unaccompanied"
3947,0,"Cash loans","M","N",0,112500,282690,15462,202500,"Working","Higher education","Single / not married","With parents",-8891,-317,"Low-skill Laborers","Self-employed",0,"Unaccompanied"
3948,1,"Cash loans","M","Y",0,157500,1749325.5,53167.5,1597500,"Pensioner","Higher education","Married","House / apartment",-22193,365243,"","XNA",0,"Unaccompanied"
3949,0,"Cash loans","F","N",2,112500,225000,21168,225000,"Commercial associate","Secondary / secondary special","Married","Rented apartment",-10912,-2977,"Core staff","Trade: type 3",0,"Family"
3950,0,"Cash loans","F","N",1,157500,1288350,34114.5,1125000,"Commercial associate","Higher education","Married","House / apartment",-13081,-467,"","Business Entity Type 3",0,"Unaccompanied"
3951,0,"Cash loans","F","N",0,135000,254700,25321.5,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24565,365243,"","XNA",0,"Unaccompanied"
3952,0,"Cash loans","M","N",1,81000,50940,5616,45000,"Working","Secondary / secondary special","Married","House / apartment",-10469,-2537,"Low-skill Laborers","Self-employed",0,"Unaccompanied"
3953,0,"Cash loans","M","N",1,193500,1078200,29781,9e+05,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16669,-258,"Drivers","Business Entity Type 3",NA,"Unaccompanied"
3954,0,"Cash loans","M","N",0,112500,547344,24237,472500,"Working","Lower secondary","Married","House / apartment",-20854,-226,"Laborers","Self-employed",NA,"Unaccompanied"
3955,0,"Cash loans","M","N",2,315000,213948,25519.5,189000,"Working","Secondary / secondary special","Married","House / apartment",-10122,-565,"Drivers","Business Entity Type 3",1,"Family"
3956,0,"Cash loans","F","N",0,112500,407965.5,23548.5,369000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16627,-731,"Sales staff","Trade: type 7",0,"Unaccompanied"
3957,0,"Cash loans","F","N",0,112500,544491,15916.5,454500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23643,365243,"","XNA",0,"Unaccompanied"
3958,0,"Cash loans","F","N",0,54000,66222,7083,58500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17559,-7410,"Cleaning staff","Industry: type 9",0,"Unaccompanied"
3959,1,"Cash loans","F","N",0,112500,808650,29839.5,675000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-22772,365243,"","XNA",0,"Unaccompanied"
3960,0,"Cash loans","M","N",2,135000,874363.5,44775,706500,"Working","Secondary / secondary special","Married","House / apartment",-14325,-5502,"Core staff","Police",0,"Unaccompanied"
3961,0,"Cash loans","M","Y",0,135000,835380,35523,675000,"Working","Secondary / secondary special","Married","House / apartment",-13546,-557,"Low-skill Laborers","Other",0,"Unaccompanied"
3962,0,"Cash loans","F","N",1,112500,816660,26473.5,585000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13395,-464,"","Transport: type 2",0,"Unaccompanied"
3963,0,"Cash loans","F","N",0,195750,630000,25114.5,630000,"Commercial associate","Incomplete higher","Married","House / apartment",-18661,-631,"","Transport: type 4",0,"Unaccompanied"
3964,0,"Cash loans","F","N",0,157500,598486.5,21496.5,454500,"State servant","Secondary / secondary special","Married","House / apartment",-16592,-3765,"Core staff","School",0,"Unaccompanied"
3965,0,"Cash loans","F","N",0,225000,1293502.5,41724,1129500,"Working","Higher education","Married","House / apartment",-15837,-1734,"Sales staff","Trade: type 7",0,"Unaccompanied"
3966,1,"Cash loans","M","N",0,157500,278460,25668,225000,"Working","Secondary / secondary special","Married","House / apartment",-12955,-917,"Laborers","Business Entity Type 3",1,"Unaccompanied"
3967,0,"Cash loans","F","N",0,135000,687600,18265.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-17147,-553,"Sales staff","Insurance",0,"Unaccompanied"
3968,0,"Cash loans","M","N",0,112500,312768,24331.5,270000,"Working","Secondary / secondary special","Married","House / apartment",-18935,-4341,"Drivers","Telecom",0,"Unaccompanied"
3969,0,"Cash loans","M","N",0,90000,709879.5,30073.5,634500,"Working","Secondary / secondary special","Single / not married","With parents",-13692,-4706,"High skill tech staff","Other",NA,"Unaccompanied"
3970,0,"Cash loans","F","N",1,112500,1125000,33025.5,1125000,"State servant","Higher education","Civil marriage","House / apartment",-9919,-194,"Core staff","Government",7,"Unaccompanied"
3971,1,"Cash loans","F","N",0,67500,284400,22599,225000,"Working","Secondary / secondary special","Married","House / apartment",-13255,-444,"Medicine staff","Medicine",0,"Unaccompanied"
3972,1,"Cash loans","M","Y",0,157500,521280,31500,450000,"Working","Secondary / secondary special","Married","House / apartment",-11633,-790,"Drivers","Transport: type 4",NA,"Unaccompanied"
3973,0,"Cash loans","M","Y",1,157500,172021.5,17757,148500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16359,-1082,"","Business Entity Type 3",1,"Unaccompanied"
3974,0,"Cash loans","F","N",0,99000,808650,23773.5,675000,"Working","Secondary / secondary special","Married","House / apartment",-18556,-753,"Laborers","Construction",0,"Unaccompanied"
3975,0,"Cash loans","M","N",1,292500,528633,22396.5,472500,"Working","Secondary / secondary special","Married","House / apartment",-21815,-12488,"Drivers","Medicine",1,"Unaccompanied"
3976,0,"Cash loans","F","N",1,135000,1078200,31653,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-17272,-1492,"Sales staff","Self-employed",0,"Unaccompanied"
3977,0,"Cash loans","F","N",0,112500,481176,23278.5,360000,"Pensioner","Secondary / secondary special","Married","House / apartment",-19941,365243,"","XNA",1,"Unaccompanied"
3978,0,"Cash loans","F","N",0,247500,679500,28917,679500,"Commercial associate","Higher education","Married","House / apartment",-11628,-1298,"Private service staff","Self-employed",0,"Spouse, partner"
3979,0,"Cash loans","M","N",0,180000,755190,28116,675000,"Working","Higher education","Civil marriage","House / apartment",-13014,-196,"","Other",0,"Unaccompanied"
3980,0,"Cash loans","F","N",0,112500,417024,21964.5,360000,"Working","Higher education","Married","With parents",-10340,-953,"Accountants","Business Entity Type 3",0,"Unaccompanied"
3981,0,"Cash loans","F","N",0,157500,352422,32323.5,315000,"Commercial associate","Secondary / secondary special","Single / not married","Rented apartment",-19190,-4167,"Sales staff","Trade: type 7",NA,"Unaccompanied"
3982,0,"Cash loans","F","N",0,135000,697500,19179,697500,"Working","Secondary / secondary special","Single / not married","House / apartment",-19904,-3930,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
3983,0,"Cash loans","F","N",1,144000,582804,29884.5,463500,"Working","Higher education","Married","House / apartment",-11249,-4017,"Sales staff","Services",1,"Family"
3984,0,"Cash loans","F","N",0,157500,808650,26217,675000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20803,365243,"","XNA",0,"Unaccompanied"
3985,0,"Revolving loans","F","Y",1,126000,225000,11250,225000,"Working","Secondary / secondary special","Widow","House / apartment",-18608,-3436,"Sales staff","Trade: type 7",0,"Family"
3986,0,"Cash loans","M","Y",1,60750,284400,13257,225000,"Commercial associate","Secondary / secondary special","Married","With parents",-11061,-1433,"Drivers","Business Entity Type 3",NA,"Unaccompanied"
3987,0,"Cash loans","F","N",0,112500,276277.5,11704.5,238500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-19405,-2836,"","Business Entity Type 2",0,"Unaccompanied"
3988,1,"Cash loans","F","N",2,126000,254700,14751,225000,"Commercial associate","Secondary / secondary special","Separated","Office apartment",-14103,-257,"Security staff","Other",1,"Unaccompanied"
3989,0,"Cash loans","M","Y",1,270000,269550,16416,225000,"Working","Secondary / secondary special","Married","House / apartment",-18095,-833,"Drivers","Hotel",0,"Unaccompanied"
3990,0,"Cash loans","M","Y",0,126000,513531,24705,459000,"Working","Secondary / secondary special","Married","House / apartment",-21416,-407,"Security staff","Security",0,"Unaccompanied"
3991,0,"Cash loans","F","N",1,157500,586633.5,30082.5,445500,"Working","Secondary / secondary special","Widow","House / apartment",-16386,-1615,"Sales staff","Self-employed",0,"Unaccompanied"
3992,0,"Cash loans","F","N",0,112500,436032,21208.5,360000,"Working","Lower secondary","Married","House / apartment",-15530,-1021,"","Government",0,"Unaccompanied"
3993,0,"Cash loans","M","N",0,270000,1042560,37575,9e+05,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11880,-1450,"","Business Entity Type 3",0,"Unaccompanied"
3994,0,"Cash loans","M","Y",0,225000,1006920,40063.5,9e+05,"State servant","Secondary / secondary special","Married","House / apartment",-14444,-7187,"Core staff","Police",0,"Unaccompanied"
3995,0,"Revolving loans","F","N",0,180000,270000,13500,270000,"Working","Secondary / secondary special","Separated","House / apartment",-13662,-313,"Laborers","Self-employed",0,"Unaccompanied"
3996,0,"Cash loans","M","N",0,126000,52128,5602.5,45000,"Working","Secondary / secondary special","Separated","House / apartment",-16161,-3685,"Security staff","Government",0,"Unaccompanied"
3997,0,"Cash loans","F","N",0,180000,1575000,47884.5,1575000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19202,-426,"Private service staff","Self-employed",0,"Unaccompanied"
3998,0,"Cash loans","F","N",0,157500,508495.5,21672,454500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21377,365243,"","XNA",0,"Unaccompanied"
3999,0,"Revolving loans","F","N",0,157500,9e+05,45000,9e+05,"Working","Higher education","Married","House / apartment",-18192,-662,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
4000,0,"Revolving loans","F","N",0,180000,540000,27000,540000,"Working","Secondary / secondary special","Widow","House / apartment",-16318,-801,"","Other",0,"Unaccompanied"
4001,0,"Cash loans","F","N",0,135000,234000,27900,234000,"Working","Secondary / secondary special","Married","House / apartment",-12263,-367,"Cooking staff","Business Entity Type 3",NA,"Unaccompanied"
4002,0,"Cash loans","F","Y",0,189000,450000,16807.5,450000,"Commercial associate","Higher education","Single / not married","House / apartment",-11897,-984,"","Business Entity Type 3",NA,"Unaccompanied"
4003,0,"Cash loans","M","Y",0,135000,718605,31783.5,571500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15859,-4019,"Laborers","Business Entity Type 3",0,"Unaccompanied"
4004,0,"Cash loans","M","N",1,135000,912541.5,30289.5,693000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21198,-2576,"Security staff","Business Entity Type 3",0,"Unaccompanied"
4005,0,"Cash loans","M","N",0,405000,545040,35617.5,450000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-10573,-1566,"Laborers","Business Entity Type 3",2,"Unaccompanied"
4006,0,"Cash loans","F","N",2,202500,1288350,37800,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14622,-3397,"Sales staff","Self-employed",1,"Unaccompanied"
4007,0,"Cash loans","F","N",0,90000,225000,23053.5,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24715,365243,"","XNA",0,"Unaccompanied"
