"","id","target","contract","gender","car","n_child","income","credit","loan","price","job_stat","studies","family","house","age","job_duration","occupation","job_type","n_enquiries","companion"
"4536",4536,"payed","Cash loans","M","Y",0,225000,1546020,45333,1350000,"Working","Higher education","Married","Municipal apart.",39,1.4027397260274,"Laborers","Business",0,"Family"
"4537",4537,"payed","Cash loans","F","N",1,337500,1096020,52857,9e+05,"Commer. Assoc.","Secondary education","single","Office apart.",48,1.55616438356164,"Medic stf","Government and Military",0,"Unaccompan."
"4538",4538,"payed","Cash loans","F","N",2,112500,152820,8662.5,135000,"State servant","Higher education","Married","apartment",36,14.8191780821918,"Tech Staff","Culture and Services",0,"Unaccompan."
"4539",4539,"payed","Cash loans","F","N",2,90000,227520,10737,180000,"Working","Secondary education","Married","With parents",30,5.14520547945205,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"4540",4540,"payed","Revolving loans","M","Y",0,157500,180000,9000,180000,"Commer. Assoc.","Low education","Married","apartment",26,5.33424657534247,"Waiters","Culture and Services",1,"Family"
"4541",4541,"payed","Cash loans","F","Y",0,72000,854896.5,43780.5,702000,"Working","Secondary education","Married","apartment",45,0.956164383561644,"Laborers","Security",0,"Unaccompan."
"4542",4542,"payed","Cash loans","F","N",0,180000,495000,52110,495000,"Working","Secondary education","divorce","apartment",47,9.48493150684932,"Managers","Self-employed",0,"Unaccompan."
"4543",4543,"payed","Cash loans","F","N",1,99000,840951,35631,679500,"Working","Secondary education","Married","apartment",47,12.5205479452055,"Core staff","Culture and Services",0,"Unaccompan."
"4544",4544,"payed","Cash loans","M","Y",1,180000,1040985,30568.5,909000,"Working","Secondary education","Married","apartment",31,6.53698630136986,"Laborers","Business",0,"Unaccompan."
"4545",4545,"payed","Cash loans","F","N",0,90000,95940,9472.5,90000,"Pensioner","Secondary education","Married","apartment",56,10.4438356164384,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4546",4546,"payed","Cash loans","M","Y",1,157500,864000,44244,864000,"Working","Secondary education","Married","apartment",45,10.0438356164384,"Service Staff","Construction",0,"Family"
"4547",4547,"payed","Cash loans","M","Y",1,90000,269550,20988,225000,"State servant","Higher education","Married","apartment",25,3.05753424657534,"Administrative Staff","Government and Military",0,"Unaccompan."
"4548",4548,"payed","Cash loans","F","N",1,112500,179865,11133,148500,"Working","Secondary education","Married","apartment",26,4.83287671232877,"Medic stf","Medicine",0,"Unaccompan."
"4549",4549,"payed","Revolving loans","F","N",2,90000,135000,6750,135000,"Working","Secondary education","Married","apartment",37,2.22191780821918,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"4550",4550,"payed","Cash loans","M","N",0,135000,208512,22023,180000,"Pensioner","Higher education","Married","apartment",44,6.65479452054795,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4551",4551,"payed","Cash loans","F","N",3,76500,225000,17775,225000,"Working","Secondary education","divorce","apartment",28,6.4958904109589,"Laborers","Culture and Services",0,"Unaccompan."
"4552",4552,"payed","Cash loans","M","Y",1,180000,417024,21289.5,360000,"Working","Secondary education","Married","apartment",33,4.26575342465753,"Service Staff","Transport",0,"Unaccompan."
"4553",4553,"payed","Cash loans","F","N",2,135000,1035832.5,30280.5,904500,"Working","Secondary education","Married","apartment",38,0.435616438356164,"Medic stf","Culture and Services",0,"Unaccompan."
"4554",4554,"payed","Cash loans","M","N",0,90000,750154.5,29880,670500,"Pensioner","Secondary education","Married","apartment",57,11.2191780821918,"Occupation_Unknown","Jobtype_Unknown",0,"Partner"
"4555",4555,"overdue","Cash loans","F","N",1,112500,165024,8154,108000,"Working","Secondary education","Widow","apartment",48,1.58356164383562,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"4556",4556,"payed","Revolving loans","M","Y",2,157500,180000,9000,180000,"State servant","Secondary education","Married","With parents",33,3.95616438356164,"Occupation_Unknown","Culture and Services",0,"Partner"
"4557",4557,"payed","Cash loans","M","Y",0,135000,1078200,31653,9e+05,"Working","Secondary education","single","apartment",24,0.649315068493151,"Laborers","Construction",1,"Unaccompan."
"4558",4558,"payed","Cash loans","F","Y",1,675000,540000,27702,540000,"Commer. Assoc.","Higher education","divorce","apartment",41,3.42739726027397,"Occupation_Unknown","Business",1,"Unaccompan."
"4559",4559,"payed","Cash loans","F","N",0,112500,755190,33394.5,675000,"Working","Secondary education","divorce","apartment",36,11.1534246575342,"Occupation_Unknown","Business",0,"Partner"
"4560",4560,"payed","Cash loans","F","N",1,135000,491823,22918.5,373500,"Working","Secondary education","single","apartment",26,4.15616438356164,"Laborers","Business",0,"Companion_Unknown"
"4561",4561,"payed","Cash loans","F","N",0,126000,454500,25506,454500,"Pensioner","Secondary education","Widow","apartment",57,4.35342465753425,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4562",4562,"overdue","Cash loans","F","N",0,112500,80865,5598,67500,"Working","Secondary education","divorce","With parents",43,6.4027397260274,"Sales staff","Business",2,"Unaccompan."
"4563",4563,"payed","Cash loans","M","N",0,45000,74182.5,5404.5,67500,"Pensioner","Secondary education","Widow","apartment",61,3.71232876712329,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4564",4564,"payed","Cash loans","F","N",0,135000,539100,29245.5,450000,"Pensioner","Secondary education","Married","apartment",54,4.07397260273973,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
"4565",4565,"payed","Cash loans","M","Y",0,270000,1580863.5,43600.5,1413000,"Commer. Assoc.","Higher education","single","apartment",26,3.03287671232877,"Service Staff","Business",0,"Unaccompan."
"4566",4566,"payed","Cash loans","M","Y",0,180000,558000,16119,558000,"Pensioner","Secondary education","Married","apartment",61,2.73972602739726,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4567",4567,"payed","Cash loans","M","N",0,216000,156384,16839,135000,"Working","Higher education","single","apartment",46,11.9479452054795,"Occupation_Unknown","Culture and Services",1,"Unaccompan."
"4568",4568,"payed","Cash loans","F","N",0,72000,675000,26901,675000,"State servant","Secondary education","Married","apartment",42,11.8,"Core staff","Medicine",0,"Unaccompan."
"4569",4569,"payed","Cash loans","F","N",0,76500,314100,16573.5,225000,"Working","Secondary education","Married","apartment",32,5.95616438356164,"Occupation_Unknown","Business",0,"Family"
"4570",4570,"payed","Cash loans","M","N",1,67500,126000,12910.5,126000,"Working","Secondary education","Married","Rented apart.",36,8.24109589041096,"Laborers","Culture and Services",0,"Unaccompan."
"4571",4571,"payed","Cash loans","M","Y",0,225000,719860.5,52065,679500,"Working","Higher education","Married","apartment",36,6.31780821917808,"Service Staff","Self-employed",0,"Unaccompan."
"4572",4572,"payed","Cash loans","F","N",1,90000,152820,15241.5,135000,"Working","Secondary education","Married","apartment",44,7.04383561643836,"Sales staff","Self-employed",0,"Unaccompan."
"4573",4573,"payed","Cash loans","M","N",0,81000,544068,19669.5,382500,"Pensioner","Higher education","Married","apartment",62,8.47671232876712,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4574",4574,"overdue","Cash loans","F","N",0,112500,445500,24165,445500,"Commer. Assoc.","Secondary education","Married","apartment",49,1.28767123287671,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"4575",4575,"payed","Cash loans","F","Y",0,225000,904500,26577,904500,"Working","Secondary education","Married","apartment",29,10.9342465753425,"Sales staff","Self-employed",1,"Unaccompan."
"4576",4576,"payed","Cash loans","M","Y",0,360000,9e+05,35694,9e+05,"Commer. Assoc.","Higher education","Married","apartment",52,8.21917808219178,"Managers","Business",0,"Family"
"4577",4577,"payed","Cash loans","F","N",0,202500,130824,7641,103500,"Working","Secondary education","Married","apartment",43,4.66575342465753,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"4578",4578,"payed","Cash loans","F","N",0,130500,505332,36067.5,477000,"Pensioner","Secondary education","Married","apartment",63,7.72054794520548,"Occupation_Unknown","Jobtype_Unknown",0,"Partner"
"4579",4579,"payed","Cash loans","M","N",1,121500,450000,30204,450000,"State servant","Secondary education","Married","apartment",31,0.542465753424658,"Service Staff","Business",0,"Family"
"4580",4580,"payed","Cash loans","F","N",1,189000,497520,28692,450000,"Commer. Assoc.","Secondary education","Married","apartment",44,11.8082191780822,"Laborers","Business",0,"Family"
"4581",4581,"payed","Cash loans","F","Y",0,135000,1298655,35842.5,1134000,"Working","Secondary education","Married","Municipal apart.",55,8.72328767123288,"Service Staff","Culture and Services",0,"Unaccompan."
"4582",4582,"payed","Cash loans","F","N",0,106200,436032,15790.5,360000,"Pensioner","Secondary education","single","apartment",57,16.1287671232877,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4583",4583,"payed","Cash loans","M","Y",2,202500,518562,25078.5,463500,"Working","Low education","Married","apartment",29,7.95616438356164,"Managers","Business",0,"Family"
"4584",4584,"payed","Cash loans","F","Y",0,157500,351792,17055,252000,"Pensioner","Secondary education","Married","apartment",58,1.86849315068493,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4585",4585,"payed","Cash loans","F","N",0,180000,521280,31630.5,450000,"Working","Secondary education","Married","apartment",40,2.42191780821918,"Chef","Culture and Services",0,"Unaccompan."
"4586",4586,"payed","Revolving loans","M","Y",0,135000,225000,11250,225000,"Working","Higher education","Married","apartment",61,19.6767123287671,"Core staff","Culture and Services",0,"Family"
"4587",4587,"payed","Cash loans","M","N",0,630000,1223010,51948,1125000,"Commer. Assoc.","Higher education","single","apartment",29,0.96986301369863,"Administrative Staff","Business",0,"Unaccompan."
"4588",4588,"payed","Cash loans","M","Y",0,270000,1288350,37669.5,1125000,"Working","Higher education","Married","apartment",54,10.4356164383562,"Managers","Real Estate and Trade",0,"Unaccompan."
"4589",4589,"payed","Cash loans","F","N",0,180000,472500,47686.5,454500,"Working","Higher education","divorce","apartment",32,5.68493150684932,"Managers","Self-employed",0,"Unaccompan."
"4590",4590,"payed","Cash loans","F","N",1,135000,1293502.5,37818,1129500,"State servant","Secondary education","Married","apartment",48,20.5945205479452,"Managers","Medicine",0,"Unaccompan."
"4591",4591,"payed","Cash loans","F","N",0,99000,284400,13257,225000,"State servant","Higher education","single","apartment",32,13.172602739726,"Medic stf","Medicine",0,"Unaccompan."
"4592",4592,"payed","Cash loans","F","N",1,225000,450000,23107.5,450000,"Working","Secondary education","Married","apartment",40,10.4164383561644,"Occupation_Unknown","Business",0,"Partner"
"4593",4593,"payed","Cash loans","F","N",0,315000,1125000,36423,1125000,"Working","Higher education","Married","apartment",37,7.9013698630137,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"4594",4594,"payed","Cash loans","M","Y",0,54000,58500,7069.5,58500,"Working","Secondary education","single","apartment",34,0.772602739726027,"Sales staff","Business",0,"Unaccompan."
"4595",4595,"overdue","Cash loans","F","N",3,135000,942300,30528,675000,"Commer. Assoc.","Secondary education","Married","apartment",37,10.2602739726027,"Medic stf","Medicine",2,"Unaccompan."
"4596",4596,"payed","Cash loans","F","Y",1,270000,2013840,55507.5,1800000,"Commer. Assoc.","Higher education","Married","apartment",41,5.85753424657534,"Occupation_Unknown","Culture and Services",0,"Family"
"4597",4597,"payed","Revolving loans","M","N",0,202500,270000,13500,270000,"Working","Higher education","divorce","apartment",50,0.350684931506849,"Laborers","Housing",0,"Unaccompan."
"4598",4598,"payed","Cash loans","F","Y",0,112500,521280,27423,450000,"Working","Secondary education","Widow","apartment",46,1.49041095890411,"Sales staff","Self-employed",0,"Unaccompan."
"4599",4599,"payed","Cash loans","F","N",1,225000,1539000,53622,1539000,"Commer. Assoc.","Secondary education","Married","apartment",41,7.58630136986301,"Laborers","Business",1,"Unaccompan."
"4600",4600,"overdue","Cash loans","F","N",0,99000,113076,7776,81000,"Working","Secondary education","Married","Rented apart.",47,1.42191780821918,"Laborers","Transport",0,"Unaccompan."
"4601",4601,"payed","Cash loans","F","N",0,180000,675000,21775.5,675000,"Working","Secondary education","single","apartment",36,3.08493150684932,"Laborers","Construction",0,"Unaccompan."
"4602",4602,"payed","Cash loans","F","N",0,112500,585000,42700.5,585000,"Commer. Assoc.","Secondary education","Married","apartment",33,0.323287671232877,"Laborers","Business",0,"Partner"
"4603",4603,"payed","Revolving loans","F","N",0,157500,405000,20250,405000,"Commer. Assoc.","Higher education","Widow","apartment",59,0.46027397260274,"Sales staff","Self-employed",0,"Unaccompan."
"4604",4604,"overdue","Cash loans","M","Y",0,225000,1759500,96417,1759500,"Commer. Assoc.","Secondary education","Married","apartment",54,0.90958904109589,"Laborers","Culture and Services",0,"Unaccompan."
"4605",4605,"payed","Cash loans","F","N",0,157500,497520,33376.5,450000,"Working","Secondary education","single","apartment",27,3.91506849315068,"Service Staff","Culture and Services",2,"Unaccompan."
"4606",4606,"payed","Cash loans","F","N",0,180000,1125000,32895,1125000,"Commer. Assoc.","Secondary education","single","apartment",56,26.9260273972603,"Tech Staff","Culture and Services",3,"Unaccompan."
"4607",4607,"payed","Cash loans","F","N",0,126000,263686.5,16978.5,238500,"Working","Secondary education","Married","apartment",67,1.53698630136986,"Service Staff","Business",0,"Unaccompan."
"4608",4608,"payed","Cash loans","M","N",0,90000,67765.5,7114.5,58500,"Working","Secondary education","single","apartment",24,2.28493150684932,"Laborers","Business",0,"Unaccompan."
"4609",4609,"payed","Cash loans","F","Y",1,90000,1034680.5,37296,927000,"Working","Higher education","Married","apartment",28,7.06575342465753,"Administrative Staff","Business",1,"Unaccompan."
"4610",4610,"payed","Cash loans","F","Y",2,135000,886176,29286,765000,"Commer. Assoc.","Secondary education","Married","apartment",40,3.2958904109589,"Sales staff","Self-employed",0,"Unaccompan."
"4611",4611,"payed","Cash loans","M","Y",0,157500,157500,9648,157500,"Working","Secondary education","Married","apartment",29,4.41095890410959,"Laborers","Business",0,"Unaccompan."
"4612",4612,"payed","Cash loans","M","N",1,180000,9e+05,41836.5,9e+05,"Working","Secondary education","Married","apartment",24,2.84109589041096,"Occupation_Unknown","Business",0,"Unaccompan."
"4613",4613,"payed","Revolving loans","F","N",2,90000,202500,10125,202500,"Commer. Assoc.","Higher education","divorce","apartment",33,0.605479452054794,"Occupation_Unknown","Culture and Services",0,"Unaccompan."
"4614",4614,"payed","Cash loans","M","Y",0,225000,715095,53464.5,675000,"Commer. Assoc.","Secondary education","Married","apartment",37,11.4164383561644,"Service Staff","Transport",0,"Family"
"4615",4615,"payed","Cash loans","F","Y",0,202500,332946,16996.5,238500,"Commer. Assoc.","Secondary education","Married","apartment",38,3.51780821917808,"Occupation_Unknown","Business",0,"Unaccompan."
"4616",4616,"payed","Cash loans","F","N",0,315000,1218118.5,48438,1120500,"Commer. Assoc.","Secondary education","single","apartment",42,4.27123287671233,"Laborers","Government and Military",0,"Unaccompan."
"4617",4617,"overdue","Cash loans","F","N",1,157500,888840,31923,675000,"Commer. Assoc.","Secondary education","Married","apartment",40,4.51506849315069,"Sales staff","Business",0,"Unaccompan."
"4618",4618,"payed","Cash loans","F","Y",0,149850,619965,18256.5,517500,"Working","Secondary education","Married","apartment",56,14.3753424657534,"Private ser.","Culture and Services",0,"Unaccompan."
"4619",4619,"payed","Cash loans","F","Y",0,67500,225000,12915,225000,"Working","Secondary education","Married","apartment",31,5.2986301369863,"Occupation_Unknown","Business",0,"Unaccompan."
"4620",4620,"payed","Cash loans","F","N",0,67500,257391,18040.5,238500,"Pensioner","Secondary education","Widow","apartment",60,2.73972602739726,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4621",4621,"overdue","Cash loans","M","Y",1,247500,221031,11700,184500,"Working","Secondary education","Married","With parents",30,5.41917808219178,"Occupation_Unknown","Business",0,"Unaccompan."
"4622",4622,"payed","Cash loans","M","Y",0,225000,1133662.5,48163.5,972000,"Working","Secondary education","Married","apartment",51,12.0712328767123,"Laborers","Transport",0,"Unaccompan."
"4623",4623,"payed","Cash loans","F","Y",0,270000,675000,19737,675000,"Pensioner","Secondary education","Married","apartment",53,5.96712328767123,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4624",4624,"payed","Revolving loans","F","N",0,270000,810000,40500,810000,"Commer. Assoc.","Higher education","Married","apartment",35,3.56164383561644,"Administrative Staff","Business",0,"Unaccompan."
"4625",4625,"payed","Revolving loans","M","N",0,90000,180000,9000,180000,"Working","Secondary education","Married","apartment",58,35.7013698630137,"Laborers","Business",0,"Companion_Unknown"
"4626",4626,"payed","Cash loans","F","N",0,94500,545040,19705.5,450000,"Pensioner","Secondary education","Married","apartment",61,5.45479452054794,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"4627",4627,"payed","Cash loans","M","Y",2,225000,450000,30204,450000,"State servant","Higher education","Married","apartment",40,3.03013698630137,"Tech Staff","Business",4,"Unaccompan."
"4628",4628,"payed","Cash loans","F","N",0,153000,521280,25209,450000,"Working","Higher education","single","apartment",56,5.78904109589041,"Sales staff","Culture and Services",2,"Unaccompan."
"4629",4629,"payed","Cash loans","M","Y",0,112500,536917.5,17874,463500,"Pensioner","Secondary education","Married","apartment",64,9.38356164383562,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4630",4630,"payed","Cash loans","F","N",1,157500,539230.5,29380.5,409500,"Working","Secondary education","single","apartment",45,1.78082191780822,"Occupation_Unknown","Culture and Services",0,"Unaccompan."
"4631",4631,"payed","Cash loans","F","Y",0,112500,598500,25488,598500,"State servant","Secondary education","Married","apartment",53,5.41643835616438,"Security","Culture and Services",0,"Unaccompan."
"4632",4632,"payed","Cash loans","M","Y",1,270000,1078200,31653,9e+05,"Working","Low education","Married","apartment",50,4.45205479452055,"Managers","Self-employed",1,"Unaccompan."
"4633",4633,"payed","Cash loans","M","Y",0,270000,1255680,41629.5,1125000,"Working","Secondary education","Married","apartment",34,11.9260273972603,"Laborers","Transport",0,"Unaccompan."
"4634",4634,"payed","Cash loans","M","Y",0,112500,1024290,27148.5,855000,"Working","Higher education","Married","apartment",23,3.41095890410959,"Laborers","Business",1,"Family"
"4635",4635,"payed","Cash loans","M","Y",0,225000,573628.5,26712,463500,"Working","Low education","Married","apartment",51,8.34520547945205,"Service Staff","Business",0,"Partner"
"4636",4636,"payed","Cash loans","F","N",0,315000,344043,29560.5,297000,"Working","Secondary education","single","With parents",22,1.66575342465753,"Sales staff","Self-employed",0,"Unaccompan."
"4637",4637,"payed","Cash loans","M","N",0,180000,473760,50400,450000,"Working","Secondary education","Married","apartment",51,4.72054794520548,"Service Staff","Self-employed",0,"Family"
"4638",4638,"payed","Cash loans","M","Y",0,202500,315000,9549,315000,"Working","Higher education","Married","apartment",39,3.48767123287671,"Sales staff","Business",0,"Unaccompan."
"4639",4639,"payed","Revolving loans","F","Y",0,67500,180000,9000,180000,"Working","Secondary education","Married","With parents",22,0.6,"Sales staff","Business",0,"Unaccompan."
"4640",4640,"payed","Cash loans","F","N",0,162000,891072,37881,720000,"Pensioner","Secondary education","Married","apartment",62,5.44109589041096,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"4641",4641,"payed","Cash loans","M","Y",1,225000,545040,26640,450000,"Working","Secondary education","single","apartment",27,9.56986301369863,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"4642",4642,"payed","Revolving loans","F","N",0,85500,270000,13500,270000,"Commer. Assoc.","Higher education","Married","apartment",32,4.62191780821918,"Laborers","Culture and Services",0,"Unaccompan."
"4643",4643,"payed","Cash loans","F","N",0,112500,967500,36981,967500,"Working","Secondary education","Married","apartment",52,2.33698630136986,"Chef","Business",0,"Unaccompan."
"4644",4644,"payed","Cash loans","F","N",0,225000,553500,21082.5,553500,"Commer. Assoc.","Secondary education","Married","apartment",26,0.882191780821918,"Sales staff","Real Estate and Trade",0,"Family"
"4645",4645,"payed","Cash loans","M","Y",0,360000,948730.5,31482,819000,"Working","Secondary education","Married","apartment",51,15.6328767123288,"Laborers","Business",3,"Family"
"4646",4646,"payed","Cash loans","F","N",0,112500,284400,10215,225000,"Commer. Assoc.","Secondary education","Widow","Municipal apart.",63,2.9041095890411,"Sales staff","Business",0,"Family"
"4647",4647,"payed","Revolving loans","F","N",0,112500,180000,9000,180000,"Pensioner","Secondary education","Married","apartment",59,19.3780821917808,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"4648",4648,"payed","Revolving loans","M","Y",0,135000,270000,13500,270000,"Working","Higher education","Married","apartment",26,2.88767123287671,"Occupation_Unknown","Business",0,"Partner"
"4649",4649,"payed","Cash loans","F","N",2,135000,495000,36148.5,495000,"Commer. Assoc.","Secondary education","Married","apartment",42,7.48219178082192,"Sales staff","Real Estate and Trade",1,"Unaccompan."
"4650",4650,"payed","Cash loans","F","N",2,180000,733315.5,39069,679500,"State servant","Low education","Married","apartment",38,11.0246575342466,"Core staff","Culture and Services",0,"Unaccompan."
"4651",4651,"payed","Cash loans","M","Y",0,135000,153504,15084,144000,"Working","Secondary education","Married","apartment",54,4.46027397260274,"Laborers","Culture and Services",0,"Family"
"4652",4652,"payed","Cash loans","F","Y",0,180000,284400,16011,225000,"Pensioner","Secondary education","Married","Municipal apart.",62,15.5095890410959,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4653",4653,"payed","Cash loans","M","Y",0,180000,1006920,42790.5,9e+05,"Working","Secondary education","Married","apartment",65,3.33698630136986,"Service Staff","Housing",0,"Family"
"4654",4654,"payed","Cash loans","F","N",0,225000,640080,31261.5,450000,"Working","Higher education","Married","With parents",32,1.06301369863014,"Occupation_Unknown","Business",0,"Unaccompan."
"4655",4655,"overdue","Cash loans","F","N",1,157500,450000,35554.5,450000,"Working","Higher education","Married","apartment",25,2.10684931506849,"Core staff","Culture and Services",0,"Unaccompan."
"4656",4656,"payed","Cash loans","M","N",0,157500,835380,40320,675000,"Pensioner","Low education","divorce","Municipal apart.",60,14.5835616438356,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4657",4657,"payed","Cash loans","M","N",0,121500,225000,17905.5,225000,"Working","Secondary education","Married","apartment",31,2.07671232876712,"Laborers","Business",0,"Unaccompan."
"4658",4658,"payed","Cash loans","F","N",0,90000,480060,17370,337500,"Working","Secondary education","single","apartment",34,0.438356164383562,"Laborers","Business",0,"Unaccompan."
"4659",4659,"payed","Cash loans","F","N",0,94500,229500,11848.5,229500,"Working","Secondary education","Married","apartment",43,0.736986301369863,"Medic stf","Culture and Services",0,"Unaccompan."
"4660",4660,"payed","Cash loans","F","N",0,81000,284400,16011,225000,"Pensioner","Secondary education","divorce","Municipal apart.",65,7.72054794520548,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4661",4661,"payed","Cash loans","F","N",0,180000,640080,29970,450000,"Commer. Assoc.","Secondary education","single","apartment",35,4.86575342465753,"Administrative Staff","Medicine",0,"Unaccompan."
"4662",4662,"payed","Cash loans","F","N",0,193500,634482,18549,454500,"Pensioner","Secondary education","single","apartment",58,10.4794520547945,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4663",4663,"payed","Cash loans","M","Y",0,292500,450000,17739,450000,"Commer. Assoc.","Higher education","single","With parents",23,1.15068493150685,"Tech Staff","Culture and Services",1,"Unaccompan."
"4664",4664,"payed","Cash loans","F","N",0,90000,1027327.5,40873.5,945000,"Working","Higher education","Married","apartment",27,4.48493150684931,"Core staff","Business",0,"Unaccompan."
"4665",4665,"payed","Cash loans","M","Y",2,180000,728460,46728,675000,"Working","Higher education","Married","With parents",32,5.97534246575342,"Managers","Self-employed",0,"Unaccompan."
"4666",4666,"payed","Cash loans","F","N",1,175500,824823,24246,688500,"State servant","Secondary education","Married","apartment",34,7.37260273972603,"Occupation_Unknown","Medicine",0,"Unaccompan."
"4667",4667,"overdue","Cash loans","M","N",0,76500,284400,15138,225000,"Working","Low education","single","apartment",23,0.89041095890411,"Core staff","Real Estate and Trade",0,"Group_people"
"4668",4668,"overdue","Cash loans","F","N",0,90000,278613,15556.5,252000,"Pensioner","Secondary education","single","apartment",67,3.64931506849315,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
"4669",4669,"payed","Cash loans","F","N",0,126000,291384,20853,270000,"Working","Secondary education","Married","apartment",46,9.13150684931507,"Laborers","Culture and Services",0,"Unaccompan."
"4670",4670,"payed","Cash loans","F","N",0,157500,824242.5,39784.5,666000,"Pensioner","Secondary education","Widow","apartment",58,32.4328767123288,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"4671",4671,"payed","Cash loans","F","Y",0,112500,1078200,38331,9e+05,"Commer. Assoc.","Higher education","Married","apartment",36,0.534246575342466,"Managers","Real Estate and Trade",0,"Unaccompan."
"4672",4672,"payed","Cash loans","F","N",0,135000,202500,21807,202500,"Working","Higher education","single","Rented apart.",27,2.9972602739726,"Core staff","Business",1,"Unaccompan."
"4673",4673,"payed","Cash loans","M","Y",2,292500,800500.5,31878,715500,"Working","Secondary education","Married","apartment",39,2.51506849315069,"Security","Culture and Services",0,"Partner"
"4674",4674,"payed","Cash loans","F","N",0,270000,508495.5,26127,454500,"Commer. Assoc.","Secondary education","Married","apartment",50,5.81369863013699,"Chef","Business",0,"Unaccompan."
"4675",4675,"payed","Cash loans","F","N",1,112500,9e+05,26316,9e+05,"State servant","Secondary education","Married","apartment",28,3.34520547945205,"Occupation_Unknown","Business",16,"Unaccompan."
"4676",4676,"payed","Cash loans","M","Y",0,180000,252000,13801.5,252000,"Working","Secondary education","Married","apartment",57,5.84657534246575,"Laborers","Culture and Services",0,"Unaccompan."
"4677",4677,"payed","Cash loans","F","N",1,81000,284400,20740.5,225000,"Working","Higher education","Married","apartment",28,1.57808219178082,"Administrative Staff","Culture and Services",0,"Unaccompan."
"4678",4678,"payed","Cash loans","F","Y",1,112500,86598,8694,76500,"Working","Higher education","divorce","Office apart.",35,1.88767123287671,"Occupation_Unknown","Business",0,"Unaccompan."
"4679",4679,"payed","Cash loans","M","N",0,51300,254700,14350.5,225000,"Pensioner","Secondary education","Married","apartment",66,14.9232876712329,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4680",4680,"payed","Cash loans","F","N",0,112500,1252278,36747,1093500,"Working","Secondary education","Married","apartment",42,13.2986301369863,"Managers","Business",0,"Unaccompan."
"4681",4681,"payed","Cash loans","F","N",0,202500,993082.5,42205.5,913500,"Pensioner","Secondary education","Widow","apartment",63,8.54794520547945,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"4682",4682,"payed","Revolving loans","F","N",1,135000,180000,9000,180000,"Working","Secondary education","Married","apartment",23,3.6027397260274,"Laborers","Culture and Services",0,"Unaccompan."
"4683",4683,"payed","Cash loans","M","N",0,90000,124380,14760,112500,"Working","Secondary education","single","With parents",24,2.59452054794521,"Laborers","Self-employed",1,"Unaccompan."
"4684",4684,"overdue","Cash loans","F","Y",2,157500,239850,28593,225000,"Commer. Assoc.","Secondary education","Married","apartment",33,6.24383561643836,"Sales staff","Business",0,"Family"
"4685",4685,"payed","Cash loans","F","N",1,139500,1078200,31653,9e+05,"Working","Secondary education","Married","apartment",40,11.0794520547945,"Chef","Business",1,"Unaccompan."
"4686",4686,"payed","Cash loans","F","N",0,157500,1078200,31653,9e+05,"Pensioner","Secondary education","Married","apartment",57,2.61917808219178,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"4687",4687,"payed","Cash loans","F","N",0,202500,679500,36202.5,679500,"Working","Secondary education","Married","apartment",54,4.74794520547945,"Sales staff","Self-employed",0,"Family"
"4688",4688,"payed","Cash loans","F","Y",0,225000,675000,25146,675000,"Commer. Assoc.","Higher education","Married","apartment",32,8.55342465753425,"Administrative Staff","Mobile",0,"Unaccompan."
"4689",4689,"payed","Cash loans","F","N",0,90000,107820,4878,90000,"Pensioner","Secondary education","Married","apartment",57,10.0767123287671,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
